Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,X10,CIK
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",58.5,6318e6,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi,NA,908732
SITE,"SiteOne Landscape Supply, Inc.",78.74,3131323658.6,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site,NA,1650729
SIX,Six Flags Entertainment Corporation New,69.38,5813055196.24,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six,NA,701374
SJW,SJW Group,55.63,1141575219.28,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw,NA,766829
SKM,"SK Telecom Co., Ltd.",25.4,16157411373.2,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm,NA,1015650
SKX,"Skechers U.S.A., Inc.",39.19,6210460149.08,n/a,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx,NA,1065837
SLG,SL Green Realty Corporation,96.2,8927677363.8,n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg,NA,1040971
SLG^I,SL Green Realty Corporation,25.11,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slg^i,NA,NA
SM,SM Energy Company,21.85,2438985033.65,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm,NA,893538
SFS,Smart,8.95,655394842.3,n/a,2014,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfs,NA,1563407
SNN,"Smith & Nephew SNATS, Inc.",36.38,15920792261.28,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn,NA,845982
AOS,Smith (A.O.) Corporation,65.54,11268261199.58,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos,NA,91142
SNAP,Snap Inc.,20.42,24957364840,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap,NA,1564408
SNA,Snap-On Incorporated,160.88,9171316405.44,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna,NA,91440
IPOA,Social Capital Hedosophia Holdings Corp.,10,8625e5,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa,NA,1706946
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.u,NA,NA
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.ws,NA,NA
SQM,Sociedad Quimica y Minera S.A.,54.56,14360002349.44,n/a,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm,NA,909037
SOGO,Sogou Inc.,9.42,3688141535.52,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo,NA,1713947
SOI,"Solaris Oilfield Infrastructure, Inc.",18.73,874358748.53,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi,NA,1697500
SAH,"Sonic Automotive, Inc.",20.6,889828948,n/a,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah,NA,1043509
SON,Sonoco Products Company,49.91,4961098819.18,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son,NA,91767
SNE,Sony Corp Ord,49.55,62666948937.6,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne,NA,313838
BID,Sotheby&#39;s,48.36,2539056444.6,n/a,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid,NA,823094
SOR,"Source Capital, Inc.",41.31,356235958.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sor,NA,746776
SJI,"South Jersey Industries, Inc.",27.14,2158962031.2,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji,NA,91928
SXE,"Southcross Energy Partners, L.P.",1.83,144291311.13,n/a,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sxe,NA,1547638
SCE^G,Southern California Edison Company,22.31,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^g,NA,NA
SCE^H,Southern California Edison Company,25.49,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^h,NA,NA
SCE^J,Southern California Edison Company,24.23,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^j,NA,NA
SCE^K,Southern California Edison Company,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^k,NA,NA
SCE^L,Southern California Edison Company,22,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^l,NA,NA
SO,Southern Company (The),43.93,44089364465.63,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so,NA,92122
SOJA,Southern Company (The),25.83,0,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja,NA,NA
SOJB,Southern Company (The),23.88,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb,NA,NA
SOJC,Southern Company (The),23.79,0,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojc,NA,NA
SCCO,Southern Copper Corporation,50.5,39037937684.5,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco,NA,1001838
LUV,Southwest Airlines Company,58.27,34259903196.71,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv,NA,92380
SWX,"Southwest Gas Holdings, Inc.",68.85,3286337184,n/a,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx,NA,1692115
SWN,Southwestern Energy Company,3.58,2102983848.48,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn,NA,7332
SPA,Sparton Corporation,22.76,223838295.48,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/spa,NA,92679
SPE,Special Opportunities Fund Inc.,15.1029,128503779.795,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe,NA,897802
SPE^B,Special Opportunities Fund Inc.,25.9271,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe^b,NA,NA
SEP,"Spectra Energy Partners, LP",39.86,19271666978.48,n/a,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sep,NA,1394074
SPB,"Spectrum Brands Holdings, Inc.",102.54,5935050063.6,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb,NA,1487730
TRK,"Speedway Motorsports, Inc.",20.7,848029651.2,n/a,1995,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/trk,NA,934648
SR,Spire Inc.,66.2,3200380810.2,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr,NA,1126956
SPR,"Spirit Aerosystems Holdings, Inc.",92.35,10573077897.05,n/a,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr,NA,1364885
SAVE,"Spirit Airlines, Inc.",39.72,2709421551.6,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,NA,1498710
SRC,"Spirit Realty Capital, Inc.",7.78,3546879243.5,n/a,2013,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src,NA,1308606
SRC^A,"Spirit Realty Capital, Inc.",23.65,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/src^a,NA,NA
SRLP,Sprague Resources LP,24.4,550290442.8,n/a,2013,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp,NA,1525287
S,Sprint Corporation,5.39,21576419427.64,n/a,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s,NA,101830
SPXC,SPX Corporation,30.94,1318330380.64,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc,NA,88205
FLOW,"SPX FLOW, Inc.",46.84,1990361627.84,n/a,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow,NA,1641991
SQ,"Square, Inc.",44.11,17139718688.62,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq,NA,1512673
JOE,St. Joe Company (The),18.8,1246839011.2,n/a,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/joe,NA,745308
STAG,"Stag Industrial, Inc.",24.03,2260804757.85,n/a,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag,NA,1479094
STAG^B,"Stag Industrial, Inc.",25.1301,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stag^b,NA,NA
STAG^C,"Stag Industrial, Inc.",25.39,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stag^c,NA,NA
SSI,"Stage Stores, Inc.",1.85,51110656.7,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ssi,NA,6885
SMP,"Standard Motor Products, Inc.",48.2,1090197770.2,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/smp,NA,93389
SXI,Standex International Corporation,98.7,1266270564.3,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sxi,NA,310354
SWJ,"Stanley Black & Decker, Inc.",25.16,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swj,NA,93556
SWK,"Stanley Black & Decker, Inc.",159.77,24501000150.38,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swk,NA,93556
SWP,"Stanley Black & Decker, Inc.",117.5,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swp,NA,NA
STN,Stantec Inc,28.35,3231664014.6,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/stn,NA,1131383
SGU,"Star Group, L.P.",9.49,530375525.68,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sgu,NA,1002590
SRT,"StarTek, Inc.",11.15,179990447.15,n/a,1997,Technology,Professional Services,https://www.nasdaq.com/symbol/srt,NA,1031029
STWD,"STARWOOD PROPERTY TRUST, INC.",20.24,5282613343.92,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stwd,NA,1465128
STT,State Street Corporation,104.55,38437792653.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stt,NA,93751
STT^C,State Street Corporation,24.4456,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^c,NA,NA
STT^D,State Street Corporation,26.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^d,NA,NA
STT^E,State Street Corporation,25.7606,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^e,NA,NA
STT^G,State Street Corporation,26.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^g,NA,NA
STO,Statoil ASA,22.53,74622991655.76,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/sto,NA,1140625
SPLP,Steel Partners Holdings LP,19.95,519037673.7,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/splp,NA,1452857
SPLP^A,Steel Partners Holdings LP,20.95,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/splp^a,NA,NA
SCS,Steelcase Inc.,14.25,1654945752,n/a,1998,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/scs,NA,1050825
SCA,Stellus Capital Investment Corporation,25.21,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sca,NA,1358164
SCM,Stellus Capital Investment Corporation,11.99,191191089.21,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/scm,NA,1551901
SCL,Stepan Company,73.04,1645049170.16,n/a,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/scl,NA,94049
STE,STERIS plc,90.11,7645658956.93,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ste,NA,1624899
STL,Sterling Bancorp,24.25,5449162355.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stl,NA,1070154
STL^A,Sterling Bancorp,26.04,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stl^a,NA,NA
STC,Stewart Information Services Corporation,41.58,986277600,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/stc,NA,94344
SF,Stifel Financial Corporation,62.67,4290844625.61,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf,NA,720672
SF^A,Stifel Financial Corporation,25.87,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf^a,NA,NA
SFB,Stifel Financial Corporation,23.99,0,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sfb,NA,720672
STM,STMicroelectronics N.V.,22.33,20020861086.38,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/stm,NA,932787
SGY,Stone Energy Corporation,31.52,630372010.24,n/a,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sgy,NA,904080
EDF,Stone Harbor Emerging Markets Income Fund,15.95,253727240.8,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/edf,NA,NA
EDI,Stone Harbor Emerging Markets Total Income Fund,14.97,144091190.1,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/edi,NA,NA
STON,StoneMor Partners L.P.,6.16,233820885.76,n/a,2004,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ston,NA,1286131
SRI,"Stoneridge, Inc.",22.75,640895004.75,n/a,1997,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sri,NA,1043337
STOR,STORE Capital Corporation,23.82,4526173497.6,n/a,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stor,NA,1538990
GJH,STRATS Trust,9.7379,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjh,NA,1140396
GJO,STRATS Trust,21.9894,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjo,NA,1140396
GJS,STRATS Trust,20.23,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjs,NA,1140396
SYK,Stryker Corporation,159.87,59894026132.2,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk,NA,310764
RGR,"Sturm, Ruger & Company, Inc.",50.3,876650330.8,n/a,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/rgr,NA,95029
SPH,"Suburban Propane Partners, L.P.",24.72,1517651621.28,n/a,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sph,NA,1005210
SMFG,Sumitomo Mitsui Financial Group Inc,9.12,64320896916,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg,NA,1022837
INN,"Summit Hotel Properties, Inc.",14.43,1504711150.41,n/a,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/inn,NA,1497645
INN^C.CL,"Summit Hotel Properties, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^c.cl,NA,NA
INN^D,"Summit Hotel Properties, Inc.",24.41,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^d,NA,NA
INN^E,"Summit Hotel Properties, Inc.",24.4931,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^e,NA,NA
SUM,"Summit Materials, Inc.",32.65,3591192992.05,n/a,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sum,NA,1621563
SMLP,"Summit Midstream Partners, LP",20.05,1464855446.1,n/a,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/smlp,NA,1549922
SUI,"Sun Communities, Inc.",87.24,6921842840.64,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sui,NA,912593
SLF,Sun Life Financial Inc.,42.82,26140696049.92,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf,NA,1097362
SXCP,"SunCoke Energy Partners, L.P.",18.35,848268165.8,n/a,2013,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxcp,NA,1555538
SXC,"SunCoke Energy, Inc.",10.8,696915878.4,n/a,2011,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxc,NA,1514705
SU,Suncor Energy  Inc.,34.53,56668533261.12,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su,NA,311337
SUN,Sunoco LP,30.41,3529955669.39,n/a,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun,NA,1552275
SHO,"Sunstone Hotel Investors, Inc.",15.58,3510511462.8,n/a,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho,NA,1295810
SHO^E,"Sunstone Hotel Investors, Inc.",25.31,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^e,NA,NA
SHO^F,"Sunstone Hotel Investors, Inc.",24.97,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^f,NA,NA
STI,"SunTrust Banks, Inc.",71.15,33506740650,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sti,NA,750556
STI.WS.A,"SunTrust Banks, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sti.ws.a,NA,NA
STI.WS.B,"SunTrust Banks, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sti.ws.b,NA,NA
STI^A,"SunTrust Banks, Inc.",24.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sti^a,NA,NA
STI^E.CL,"SunTrust Banks, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sti^e.cl,NA,NA
SPN,"Superior Energy Services, Inc.",8.91,1363971935.7,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/spn,NA,886835
SUP,"Superior Industries International, Inc.",15.15,377347988.7,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sup,NA,95552
SVU,SuperValu Inc.,15.01,576512995.94,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/svu,NA,95521
SLD,Sutherland Asset Management Corporation,14.2,454349448,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sld,NA,1527590
SLDA,Sutherland Asset Management Corporation,24.95,0,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slda,NA,NA
SWZ,"Swiss Helvetia Fund, Inc. (The)",12.79,323764422.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/swz,NA,813623
SWCH,"Switch, Inc.",15.44,3898699788.72,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch,NA,1710583
SYF,Synchrony Financial,36.73,28300465e3,n/a,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/syf,NA,1601712
SNX,Synnex Corporation,120.63,4835279480.91,n/a,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx,NA,1177394
SNV,Synovus Financial Corp.,50.93,6055439234.35,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/snv,NA,18349
SNV^C,Synovus Financial Corp.,25.889,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snv^c,NA,NA
GJP,"Synthetic Fixed-Income Securities, Inc.",22.3983,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjp,NA,NA
GJR,"Synthetic Fixed-Income Securities, Inc.",22.0433,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjr,NA,NA
GJT,"Synthetic Fixed-Income Securities, Inc.",20.04,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt,NA,1140396
GJV,"Synthetic Fixed-Income Securities, Inc.",25.47,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv,NA,1140396
SYY,Sysco Corporation,60,31315124820,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy,NA,96021
SYX,Systemax Inc.,30.71,1138468252.51,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/syx,NA,945114
DATA,"Tableau Software, Inc.",82.15,6550933371.85,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data,NA,1303652
TAHO,"Tahoe Resources, Inc.",4.13,1291763892.93,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/taho,NA,1510400
TLRD,"Tailored Brands, Inc.",23.31,1147854959.37,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd,NA,884217
TWN,"Taiwan Fund, Inc. (The)",20.76,169645530,n/a,1986,n/a,n/a,https://www.nasdaq.com/symbol/twn,NA,NA
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,43.48,225490584480,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm,NA,1046179
TAL,TAL Education Group,35.72,17637066264.88,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tal,NA,1499620
TEGP,"Tallgrass Energy GP, LP",21.63,3997099130.01,n/a,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tegp,NA,1633651
TEP,"Tallgrass Energy Partners, LP",41.12,3009973843.36,n/a,2013,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tep,NA,1569134
SKT,"Tanger Factory Outlet Centers, Inc.",22.55,2131610639.4,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt,NA,899715
TPR,"Tapestry, Inc.",50.06,14261214796.22,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr,NA,1116132
NGLS^A,Targa Resources Partners LP,26.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ngls^a,NA,NA
TRGP,"Targa Resources, Inc.",47.91,10330971376.62,n/a,2010,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trgp,NA,1389170
TGT,Target Corporation,75.7,41148449529.3,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt,NA,27419
TARO,Taro Pharmaceutical Industries Ltd.,101.6,4074444988,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro,NA,906338
TTM,Tata Motors Ltd,28.81,19566891819.83,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm,NA,926042
TCO,"Taubman Centers, Inc.",60.74,3687687272.1,n/a,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco,NA,890319
TCO^J,"Taubman Centers, Inc.",24.8065,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^j,NA,NA
TCO^K,"Taubman Centers, Inc.",24.13,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^k,NA,NA
TMHC,Taylor Morrison Home Corporation,24.31,2723072057.42,n/a,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc,NA,1562476
TCP,"TC PipeLines, LP",50.45,3525497055.4,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp,NA,1075607
TCF,TCF Financial Corporation,22.25,3819644572.75,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf,NA,814184
TCF.WS,TCF Financial Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf.ws,NA,NA
TCF^C.CL,TCF Financial Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf^c.cl,NA,NA
TCF^D,TCF Financial Corporation,24.38,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf^d,NA,NA
TSI,"TCW Strategic Income Fund, Inc.",5.43,258940176.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tsi,NA,NA
TEL,TE Connectivity Ltd.,102.1,35858170172.8,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tel,NA,1385157
TISI,"Team, Inc.",17.95,536957125.7,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tisi,NA,318833
FTI,TechnipFMC plc,29.61,13754300076.09,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti,NA,1681459
TECK,Teck Resources Ltd,29.75,16823805136.25,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/teck,NA,886986
TK,Teekay Corporation,7.47,748916473.32,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk,NA,911971
TGP,Teekay LNG Partners L.P.,18.8,149648e4,n/a,2005,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tgp,NA,1308106
TGP^A,Teekay LNG Partners L.P.,25.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^a,NA,NA
TGP^B,Teekay LNG Partners L.P.,23.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^b,NA,NA
TOO,Teekay Offshore Partners L.P.,2.45,1004610764.5,n/a,2006,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/too,NA,1382298
TOO^A,Teekay Offshore Partners L.P.,21.0482,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^a,NA,NA
TOO^B,Teekay Offshore Partners L.P.,23.1498,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^b,NA,NA
TOO^E,Teekay Offshore Partners L.P.,24,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^e,NA,NA
TNK,Teekay Tankers Ltd.,1.15,321468334.3,n/a,2007,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tnk,NA,1419945
GCI,TEGNA Inc.,11.26,1258518320.7,n/a,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/gci,NA,1635718
TGNA,TEGNA Inc.,13.78,2965536240.94,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna,NA,39899
TRC,Tejon Ranch Co,22.11,572057225.85,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/trc,NA,96869
HQH,Tekla Healthcare Investors,23.06,948073020.84,n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/hqh,NA,805267
THQ,Tekla Healthcare Opportunies Fund,17.38,748967567.48,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/thq,NA,1604522
HQL,Tekla Life Sciences Investors,20.06,437384950.16,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/hql,NA,884121
